"SampleName","SampleType","Position","MethodName","MethodPath","SamplePath","DataName","Type","Dilution","Volume","Size","QuantWeight","TotalWeight","Date","Q.P.Etizolam","PA","Q.P.IS","I.S.PA","File","ratio","ValuesPositive","CorrectedConcentration","ConcentrationMg","SampleTotal","EtizolamPercentage","TotalEtizolam"
"FL21/0769-2","Blotter",19,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080023,"Sample",10,2.5,6,NA,NA,211108,NA,345729.7084,NA,2448645.159,"2111080023.csv",0.141192245,19.66720665,196.6720665,0.196672066,0.491680166,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080024,"Blank",1,1,NA,NA,NA,211108,NA,655.6648896,NA,2493386.645,"2111080024.csv",0.000262962,13.15041552,13.15041552,0.013150416,0.013150416,NA,NA
"FL21/0464","Card",20,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080025,"Sample",1,2.5,10,NA,NA,211108,NA,1974953.656,NA,2423746.968,"2111080025.csv",0.814834916,50.39766333,50.39766333,0.050397663,0.125994158,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080026,"Blank",1,1,NA,NA,NA,211108,NA,1004.104932,NA,2470296.834,"2111080026.csv",0.000406471,13.15706752,13.15706752,0.013157068,0.013157068,NA,NA
"FL21/0394","Tablet",21,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080027,"Sample",1,1,NA,10.2,167.6,211108,NA,7904130.013,NA,2718308.474,"2111080027.csv",2.90773843,141.8306916,141.8306916,0.141830692,0.141830692,1.390496976,2.330472932
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080028,"Blank",1,1,NA,NA,NA,211108,NA,4242.957835,NA,2783662.973,"2111080028.csv",0.001524235,13.20887729,13.20887729,0.013208877,0.013208877,NA,NA
"FL21/0789","Card",22,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080029,"Sample",1,2.5,10,NA,NA,211108,NA,29211886.67,NA,2811783.871,"2111080029.csv",10.3890939,430.6197366,430.6197366,0.430619737,1.076549341,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080030,"Blank",1,1,NA,NA,NA,211108,NA,1166.357248,NA,2840901.872,"2111080030.csv",0.000410559,13.15725698,13.15725698,0.013157257,0.013157257,NA,NA
"FL21/0759","Card",23,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080031,"Sample",1,2.5,10,NA,NA,211108,NA,5175707.842,NA,2618232.26,"2111080031.csv",1.976794772,101.8731505,101.8731505,0.101873151,0.254682876,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080032,"Blank",1,1,NA,NA,NA,211108,NA,415.6323592,NA,2628943.919,"2111080032.csv",0.000158099,13.14555486,13.14555486,0.013145555,0.013145555,NA,NA
"FL21/0308","Card",24,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080033,"Sample",1,2.5,10,NA,NA,211108,NA,12482334.18,NA,2528329.222,"2111080033.csv",4.936989245,225.4137637,225.4137637,0.225413764,0.563534409,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080034,"Blank",1,1,NA,NA,NA,211108,NA,1421.21298,NA,2822871.966,"2111080034.csv",0.000503463,13.16156331,13.16156331,0.013161563,0.013161563,NA,NA
"FL21/0769-1","Blotter",25,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080035,"Sample",10,2.5,10,NA,NA,211108,NA,219592.0282,NA,2067242.974,"2111080035.csv",0.106224586,18.05314972,180.5314972,0.180531497,0.451328743,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080036,"Blank",1,1,NA,NA,NA,211108,NA,853.227793,NA,2396309.821,"2111080036.csv",0.000356059,13.1547308,13.1547308,0.013154731,0.013154731,NA,NA
"FL21/0392","Card",26,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080037,"Sample",1,2.5,10,NA,NA,211108,NA,6334600.013,NA,2460912.687,"2111080037.csv",2.574085642,127.6343078,127.6343078,0.127634308,0.31908577,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080038,"Blank",1,1,NA,NA,NA,211108,NA,832.533895,NA,2826348.827,"2111080038.csv",0.000294562,13.15188025,13.15188025,0.01315188,0.01315188,NA,NA
"FL21/0460-1","Card",27,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080039,"Sample",1,2.5,10,NA,NA,211108,NA,8287782.229,NA,2942771.748,"2111080039.csv",2.816318403,137.954419,137.954419,0.137954419,0.344886048,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080040,"Blank",1,1,NA,NA,NA,211108,NA,3492.832474,NA,2644995.847,"2111080040.csv",0.001320544,13.19943606,13.19943606,0.013199436,0.013199436,NA,NA
"FL21/0311-2A","Tablet",28,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080041,"Sample",1,1,NA,10,83.8,211108,NA,5861366.567,NA,3144108.53,"2111080041.csv",1.86423799,96.96710425,96.96710425,0.096967104,0.096967104,0.969671042,0.812584334
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080042,"Blank",1,1,NA,NA,NA,211108,NA,1237.756189,NA,2867251.077,"2111080042.csv",0.000431687,13.15823634,13.15823634,0.013158236,0.013158236,NA,NA
"FL21/0813","Powder",29,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080043,"Sample",1,1,NA,10.6,556.2,211108,NA,1709034.947,NA,3087999.702,"2111080043.csv",0.553444013,38.55438572,38.55438572,0.038554386,0.038554386,0.36372062,2.023014088
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080044,"Blank",1,1,NA,NA,NA,211108,NA,5976.622201,NA,3159897.124,"2111080044.csv",0.001891398,13.22589529,13.22589529,0.013225895,0.013225895,NA,NA
"FL21/0787","Card",30,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080045,"Sample",1,2.5,10,NA,NA,211108,NA,26640894.08,NA,2808835.373,"2111080045.csv",9.484676225,398.2495999,398.2495999,0.3982496,0.995624,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080046,"Blank",1,1,NA,NA,NA,211108,NA,7391.25613,NA,3070509.771,"2111080046.csv",0.002407176,13.24980128,13.24980128,0.013249801,0.013249801,NA,NA
"FL21/0810","Card",31,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080047,"Sample",1,2.5,10,NA,NA,211108,NA,16136691.26,NA,3028412.328,"2111080047.csv",5.328432694,241.0308282,241.0308282,0.241030828,0.60257707,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080048,"Blank",1,1,NA,NA,NA,211108,NA,6164.172159,NA,3080023.309,"2111080048.csv",0.002001339,13.23099106,13.23099106,0.013230991,0.013230991,NA,NA
"FL21/0311-1A","Tablet",32,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080049,"Sample",1,1,NA,10.2,110.5,211108,NA,6493574.821,NA,3333656.659,"2111080049.csv",1.947883506,100.6145736,100.6145736,0.100614574,0.100614574,0.986417389,1.089991214
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080050,"Blank",1,1,NA,NA,NA,211108,NA,2960.852068,NA,3159018.744,"2111080050.csv",0.00093727,13.18167093,13.18167093,0.013181671,0.013181671,NA,NA
"FL21/0460-2","Card",33,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080051,"Sample",1,2.5,10,NA,NA,211108,NA,3314410.992,NA,3053710.967,"2111080051.csv",1.085371546,62.55051591,62.55051591,0.062550516,0.15637629,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080052,"Blank",1,1,NA,NA,NA,211108,NA,311.1788458,NA,2983260.349,"2111080052.csv",0.000104308,13.14306154,13.14306154,0.013143062,0.013143062,NA,NA
"FL21/0694","Card",34,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080053,"Sample",1,2.5,10,NA,NA,211108,NA,623.1346898,NA,2666580.95,"2111080053.csv",0.000233683,13.14905839,13.14905839,0.013149058,0.032872646,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080054,"Blank",1,1,NA,NA,NA,211108,NA,645.7121274,NA,2785873.861,"2111080054.csv",0.000231781,13.14897022,13.14897022,0.01314897,0.01314897,NA,NA
"FL21/0653","Card",35,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080055,"Sample",1,2.5,10,NA,NA,211108,NA,-1211.873855,NA,2341614.976,"2111080055.csv",-0.000517538,13.11423705,13.11423705,0.013114237,0.032785593,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080056,"Blank",1,1,NA,NA,NA,211108,NA,1478.631147,NA,2518339.933,"2111080056.csv",0.000587145,13.16544211,13.16544211,0.013165442,0.013165442,NA,NA
"FL21/0769-1 Undiluted","Blotter",36,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080057,"Sample",1,2.5,6,NA,NA,211108,NA,7190952.539,NA,2549047.325,"2111080057.csv",2.821035321,138.1546672,138.1546672,0.138154667,0.345386668,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080058,"Blank",1,1,NA,NA,NA,211108,NA,4591.720124,NA,2685933.131,"2111080058.csv",0.001709544,13.21746637,13.21746637,0.013217466,0.013217466,NA,NA
"FL21/0769-2 Undiluted","Blotter",37,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080059,"Sample",1,2.5,6,NA,NA,211108,NA,8785002.253,NA,2611086.139,"2111080059.csv",3.364501126,161.0484802,161.0484802,0.16104848,0.402621201,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080060,"Blank",1,1,NA,NA,NA,211108,NA,5060.301694,NA,2672808.291,"2111080060.csv",0.001893253,13.22598127,13.22598127,0.013225981,0.013225981,NA,NA
"FL21/0787 Dilution","Card",38,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080061,"Sample",2,2.5,10,NA,NA,211108,NA,11918534.13,NA,2637904.539,"2111080061.csv",4.518182503,208.5313806,417.0627612,0.417062761,1.042656903,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080062,"Blank",1,1,NA,NA,NA,211108,NA,3707.778205,NA,2711732.358,"2111080062.csv",0.00136731,13.20160371,13.20160371,0.013201604,0.013201604,NA,NA
"FL21/0771 Dilution","Card",39,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080063,"Sample",2,2.5,10,NA,NA,211108,NA,9477306.154,NA,2560742.541,"2111080063.csv",3.700999222,175.0510262,350.1020524,0.350102052,0.875255131,NA,NA
"MeOH BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080064,"Blank",1,1,NA,NA,NA,211108,NA,5060.210928,NA,2995306.764,"2111080064.csv",0.00168938,13.21653177,13.21653177,0.013216532,0.013216532,NA,NA
"FL21/0789 Dilution","Card",40,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Nov",2111080065,"Sample",2,2.5,10,NA,NA,211108,NA,13516131.09,NA,2640430.674,"2111080065.csv",5.118911555,232.6909593,465.3819185,0.465381919,1.163454796,NA,NA
"MeOH Blk","Blank",10,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019001,"Blank",NA,NA,NA,NA,NA,211019,NA,10719.49203,NA,2376514.172,"211019001.csv",0.004510595,27.38912909,NA,NA,NA,NA,NA
"25ug/mL Etizolam","Cal",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019002,"Cal",NA,NA,NA,NA,NA,211019,NA,119907.1412,NA,2697240.369,"211019002.csv",0.04445549,30.22240646,NA,NA,NA,NA,NA
"50ug/mL Etizolam","Cal",12,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019003,"Cal",NA,NA,NA,NA,NA,211019,NA,656751.7272,NA,2671060.281,"211019003.csv",0.24587679,44.17565924,NA,NA,NA,NA,NA
"75ug/mL Etizolam","Cal",13,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019004,"Cal",NA,NA,NA,NA,NA,211019,NA,1777517.026,NA,2867213.911,"211019004.csv",0.619945732,68.77053433,NA,NA,NA,NA,NA
"100ug/mL Etizolam","Cal",14,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019005,"Cal",NA,NA,NA,NA,NA,211019,NA,3353333.737,NA,3044042.093,"211019005.csv",1.101605574,98.32707583,NA,NA,NA,NA,NA
"150ug/mL Etizolam","Cal",15,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019006,"Cal",NA,NA,NA,NA,NA,211019,NA,6437197.203,NA,3170548.863,"211019006.csv",2.030310045,150.1252999,NA,NA,NA,NA,NA
"200ug/mL Etizolam","Cal",16,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019007,"Cal",NA,NA,NA,NA,NA,211019,NA,9743640.829,NA,3192424.277,"211019007.csv",3.052113373,201.2286477,NA,NA,NA,NA,NA
"250ug/mL Etizolam","Cal",17,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019008,"Cal",NA,NA,NA,NA,NA,211019,NA,13632098.09,NA,3381955.932,"211019008.csv",4.03083256,245.8842855,NA,NA,NA,NA,NA
"MeOH Blk","Blank",10,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019009,"Blank",NA,NA,NA,NA,NA,211019,NA,50532.24921,NA,2821865.307,"211019009.csv",0.017907392,28.34191025,NA,NA,NA,NA,NA
"25ug/mL Etizolam","Cal",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019010,"Cal",NA,NA,NA,NA,NA,211019,NA,211252.9598,NA,2795460.33,"211019010.csv",0.075570008,32.41367226,NA,NA,NA,NA,NA
"50ug/mL Etizolam","Cal",12,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019011,"Cal",NA,NA,NA,NA,NA,211019,NA,819703.4501,NA,2855739.053,"211019011.csv",0.287037238,46.96214441,NA,NA,NA,NA,NA
"75ug/mL Etizolam","Cal",13,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019012,"Cal",NA,NA,NA,NA,NA,211019,NA,1957393.439,NA,2867234.973,"211019012.csv",0.682676326,72.74517559,NA,NA,NA,NA,NA
"100ug/mL Etizolam","Cal",14,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\21Oct",211019013,"Cal",NA,NA,NA,NA,NA,211019,NA,3327861.024,NA,2998100.366,"211019013.csv",1.109989866,98.82320327,NA,NA,NA,NA,NA
